id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
589,6,5875400,data class,none,49:39.4,class,org.apache.usergrid.persistence.graph.SearchByEdgeType,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/corepersistence/graph/src/main/java/org/apache/usergrid/persistence/graph/SearchByEdgeType.java,33,84,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/corepersistence/graph/src/main/java/org/apache/usergrid/persistence/graph/SearchByEdgeType.java/#L33-L84,1.0
593,6,5884892,data class,none,50:05.9,class,org.apache.usergrid.batch.service.JobSchedulerService,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java,55,450,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java/#L55-L450,1.0
595,6,5894781,data class,none,50:09.8,class,org.apache.ws.commons.schema.XmlSchemaChoiceMember,git@github.com:apache/webservices-xmlschema.git,f189e891c88298f52f92cfe8f24dccb809e05607,/xmlschema-core/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java,28,29,https://github.com/apache/webservices-xmlschema/blob/f189e891c88298f52f92cfe8f24dccb809e05607/xmlschema-core/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java/#L28-L29,1.0
597,6,5894436,data class,none,50:12.6,class,org.apache.usergrid.security.shiro.credentials.AdminUserCredentials,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,/stack/services/src/main/java/org/apache/usergrid/security/shiro/credentials/AdminUserCredentials.java,20,22,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/services/src/main/java/org/apache/usergrid/security/shiro/credentials/AdminUserCredentials.java/#L20-L22,1.0
599,6,5898336,data class,none,50:22.5,class,org.apache.xmlgraphics.java2d.AbstractGraphicsConfiguration,git@github.com:apache/xml-graphics-commons.git,dabbb28ff2d80efad587b84b16c73f54379cd514,/src/main/java/org/apache/xmlgraphics/java2d/AbstractGraphicsConfiguration.java,32,50,https://github.com/apache/xml-graphics-commons/blob/dabbb28ff2d80efad587b84b16c73f54379cd514/src/main/java/org/apache/xmlgraphics/java2d/AbstractGraphicsConfiguration.java/#L32-L50,1.0
601,7,5870863,data class,none,50:33.3,class,org.apache.uima.cas.impl.ShortArrayFSImpl,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-core/src/main/java/org/apache/uima/cas/impl/ShortArrayFSImpl.java,30,109,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-core/src/main/java/org/apache/uima/cas/impl/ShortArrayFSImpl.java/#L30-L109,1.0
603,6,5905362,data class,none,50:48.7,class,org.apache.xalan.xsltc.runtime.ErrorMessages_zh,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xalan/xsltc/runtime/ErrorMessages_zh.java,29,285,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/xsltc/runtime/ErrorMessages_zh.java/#L29-L285,0.0
607,7,5905498,data class,none,51:04.6,class,org.apache.xalan.lib.ExsltBase,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,/src/org/apache/xalan/lib/ExsltBase.java,32,84,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/lib/ExsltBase.java/#L32-L84,0.0
611,7,5923532,data class,none,51:37.7,class,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.angularRegistryPush_result.angularRegistryPush_resultStandardScheme,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,/zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,18484,18515,https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java/#L18484-L18515,1.0
615,6,5938889,data class,none,53:01.7,class,org.apache.zookeeper.inspector.gui.ZooInspectorPanel,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java,46,258,https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java/#L46-L258,1.0
619,7,5935402,data class,major,53:35.8,class,org.apache.zeppelin.spark.SparkVersion,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java,25,123,https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java/#L25-L123,1.0
624,6,5971146,data class,none,55:34.5,class,org.apache.openejb.server.control.StandaloneServer.StopException,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/itests/failover/src/main/java/org/apache/openejb/server/control/StandaloneServer.java,483,488,https://github.com/apache/tomee/blob/d21933b313aff812fe5188b57bf572a9ad649148/itests/failover/src/main/java/org/apache/openejb/server/control/StandaloneServer.java/#L483-L488,1.0
627,6,6002683,data class,major,55:55.7,class,org.apache.wss4j.policy.model.Trust13,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825,/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java,30,170,https://github.com/apache/wss4j/blob/5c2cbd7e7377296edab02ab79fc98b84fb47f825/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java/#L30-L170,1.0
633,6,6005399,data class,major,57:22.3,class,org.apache.wss4j.binding.wsu10.TimestampType,git@github.com:apache/wss4j.git,5c2cbd7e7377296edab02ab79fc98b84fb47f825,/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java,77,219,https://github.com/apache/wss4j/blob/5c2cbd7e7377296edab02ab79fc98b84fb47f825/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java/#L77-L219,1.0
635,6,6009975,data class,none,57:29.0,class,org.cloudfoundry.dependency.resource.pivotalnetwork.PivotalNetworkInParams,git@github.com:cloudfoundry/java-buildpack-dependency-builder.git,d15085bcf74312af19ad40bee847e43c3b4e32ee,/resources/pivotal-network-resource/src/main/java/org/cloudfoundry/dependency/resource/pivotalnetwork/PivotalNetworkInParams.java,19,21,https://github.com/cloudfoundry/java-buildpack-dependency-builder/blob/d15085bcf74312af19ad40bee847e43c3b4e32ee/resources/pivotal-network-resource/src/main/java/org/cloudfoundry/dependency/resource/pivotalnetwork/PivotalNetworkInParams.java/#L19-L21,0.0
642,6,6009432,data class,major,58:39.3,class,com.baidu.jprotobuf.pbrpc.ErrorDataException,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d,/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java,28,145,https://github.com/baidu/Jprotobuf-rpc-socket/blob/4422e24c725eaf1f76646f674718bcc8750a4e1d/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java/#L28-L145,1.0
645,6,6012953,data class,none,58:59.5,class,org.cloudfoundry.client.v2.applications._ApplicationInstancesResponse,git@github.com:cloudfoundry/cf-java-client.git,6fabcf647302158b638cf2c44cee389e1df9b964,/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v2/applications/_ApplicationInstancesResponse.java,33,61,https://github.com/cloudfoundry/cf-java-client/blob/6fabcf647302158b638cf2c44cee389e1df9b964/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v2/applications/_ApplicationInstancesResponse.java/#L33-L61,1.0
646,7,6133656,data class,major,59:03.5,class,org.eclipse.dltk.debug.ui.preferences.dialogs.CreateStepFilterDialog,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/preferences/dialogs/CreateStepFilterDialog.java,32,213,https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/preferences/dialogs/CreateStepFilterDialog.java/#L32-L213,1.0
650,7,6025409,data class,none,59:14.5,class,org.eclipse.buildship.core.internal.launch.LaunchConfigurationScope.IncludeAllLaunchConfigurationScope,git@github.com:eclipse/buildship.git,3111a7a9fe3e22d6123366686874ecd42aa2a53a,/org.eclipse.buildship.core/src/main/java/org/eclipse/buildship/core/internal/launch/LaunchConfigurationScope.java,75,81,https://github.com/eclipse/buildship/blob/3111a7a9fe3e22d6123366686874ecd42aa2a53a/org.eclipse.buildship.core/src/main/java/org/eclipse/buildship/core/internal/launch/LaunchConfigurationScope.java/#L75-L81,1.0
653,6,6051731,data class,none,59:29.3,class,org.eclipse.dawnsci.slicing.api.system.DimsDataList,git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4,/org.eclipse.dawnsci.slicing.api/src/org/eclipse/dawnsci/slicing/api/system/DimsDataList.java,26,549,https://github.com/eclipse/dawnsci/blob/1131d5c65e9e8ea98141eecee1743cf1053544f4/org.eclipse.dawnsci.slicing.api/src/org/eclipse/dawnsci/slicing/api/system/DimsDataList.java/#L26-L549,1.0
657,7,6073506,data class,none,02:13.5,class,org.eclipse.ditto.services.things.persistence.actors.strategies.events.AttributesDeletedStrategy,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5,/services/things/persistence/src/main/java/org/eclipse/ditto/services/things/persistence/actors/strategies/events/AttributesDeletedStrategy.java,21,31,https://github.com/eclipse/ditto/blob/7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5/services/things/persistence/src/main/java/org/eclipse/ditto/services/things/persistence/actors/strategies/events/AttributesDeletedStrategy.java/#L21-L31,1.0
661,7,6079026,data class,none,03:35.0,class,org.eclipse.ditto.services.concierge.enforcement.LiveSignalEnforcement,git@github.com:eclipse/ditto.git,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5,/services/concierge/enforcement/src/main/java/org/eclipse/ditto/services/concierge/enforcement/LiveSignalEnforcement.java,57,319,https://github.com/eclipse/ditto/blob/7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5/services/concierge/enforcement/src/main/java/org/eclipse/ditto/services/concierge/enforcement/LiveSignalEnforcement.java/#L57-L319,1.0
663,7,6115582,data class,none,04:26.6,class,org.eclipse.collections.impl.block.factory.Functions.MapKeyFunction,git@github.com:eclipse/eclipse-collections.git,fa40c9aadbd36fb08f05a60b200e92ace40a7bfd,/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Functions.java,803,812,https://github.com/eclipse/eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Functions.java/#L803-L812,1.0
665,7,6178268,data class,none,04:39.0,class,org.eclipse.egit.ui.common.SharingWizard,git@github.com:eclipse/egit.git,45c1839348e50f1835a3f76e306af8d1a190d617,/org.eclipse.egit.ui.test/src/org/eclipse/egit/ui/common/SharingWizard.java,21,36,https://github.com/eclipse/egit/blob/45c1839348e50f1835a3f76e306af8d1a190d617/org.eclipse.egit.ui.test/src/org/eclipse/egit/ui/common/SharingWizard.java/#L21-L36,1.0
669,7,6179479,data class,none,05:21.9,class,org.eclipse.che.api.languageserver.util.JsonSerializable,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/plugins/plugin-languageserver/che-plugin-languageserver-ide/src/main/java/org/eclipse/che/api/languageserver/util/JsonSerializable.java,22,24,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/plugins/plugin-languageserver/che-plugin-languageserver-ide/src/main/java/org/eclipse/che/api/languageserver/util/JsonSerializable.java/#L22-L24,1.0
677,7,6181780,data class,none,06:30.9,class,org.eclipse.che.api.project.shared.dto.event.FileStateUpdateDto,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/wsagent/che-core-api-project-shared/src/main/java/org/eclipse/che/api/project/shared/dto/event/FileStateUpdateDto.java,16,29,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/wsagent/che-core-api-project-shared/src/main/java/org/eclipse/che/api/project/shared/dto/event/FileStateUpdateDto.java/#L16-L29,1.0
681,7,6183095,data class,minor,07:48.2,class,org.eclipse.che.ide.api.workspace.event.MachineStoppedEvent,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/workspace/event/MachineStoppedEvent.java,19,47,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/workspace/event/MachineStoppedEvent.java/#L19-L47,1.0
685,7,6191838,data class,none,09:14.1,class,org.eclipse.egit.ui.internal.synchronize.action.ExpandAllModelAction.ExpandAllAction,git@github.com:eclipse/egit.git,45c1839348e50f1835a3f76e306af8d1a190d617,/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/synchronize/action/ExpandAllModelAction.java,30,46,https://github.com/eclipse/egit/blob/45c1839348e50f1835a3f76e306af8d1a190d617/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/synchronize/action/ExpandAllModelAction.java/#L30-L46,1.0
689,7,6192975,data class,none,11:44.5,class,org.eclipse.che.ide.actions.GoIntoAction,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/actions/GoIntoAction.java,29,88,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/actions/GoIntoAction.java/#L29-L88,1.0
691,7,6197424,data class,critical,12:14.7,class,org.eclipse.che.infrastructure.docker.client.json.network.Ipam,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/network/Ipam.java,19,98,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/network/Ipam.java/#L19-L98,1.0
695,7,6207228,data class,critical,12:56.2,class,org.eclipse.che.ide.api.editor.partition.ConstantPartitioner,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java,22,103,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java/#L22-L103,1.0
703,7,6213525,data class,none,13:52.0,class,org.eclipse.che.plugin.testing.ide.model.info.SuiteInProgressInfo,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/plugins/plugin-testing/che-plugin-testing-ide/src/main/java/org/eclipse/che/plugin/testing/ide/model/info/SuiteInProgressInfo.java,17,39,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/plugins/plugin-testing/che-plugin-testing-ide/src/main/java/org/eclipse/che/plugin/testing/ide/model/info/SuiteInProgressInfo.java/#L17-L39,1.0
705,7,6216254,data class,none,14:30.6,class,org.eclipse.elk.core.meta.metaData.impl.MetaDataFactoryImpl,git@github.com:eclipse/elk.git,9a87764f00d863463b1be6de1920d8aa3c3ade70,/plugins/org.eclipse.elk.core.meta/src-gen/org/eclipse/elk/core/meta/metaData/impl/MetaDataFactoryImpl.java,32,307,https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.core.meta/src-gen/org/eclipse/elk/core/meta/metaData/impl/MetaDataFactoryImpl.java/#L32-L307,1.0
707,7,6221911,data class,none,14:44.0,class,org.eclipse.gemoc.gexpressions.utils.GExpressionsHelper,git@github.com:eclipse/gemoc-studio.git,99cf126ad7fe233453b43e14bae906c3fe491462,/commons/plugins/gexpressions/org.eclipse.gemoc.gexpressions/src/org/eclipse/gemoc/gexpressions/utils/GExpressionsHelper.java,15,39,https://github.com/eclipse/gemoc-studio/blob/99cf126ad7fe233453b43e14bae906c3fe491462/commons/plugins/gexpressions/org.eclipse.gemoc.gexpressions/src/org/eclipse/gemoc/gexpressions/utils/GExpressionsHelper.java/#L15-L39,1.0
709,7,6235781,data class,none,15:37.3,class,org.eclipse.gef.mvc.tests.fx.ResizePolicyTests,git@github.com:eclipse/gef.git,8f2649b90ab14a1bb010188036d4eedf7586e123,/org.eclipse.gef.mvc.tests.fx/src/org/eclipse/gef/mvc/tests/fx/ResizePolicyTests.java,47,190,https://github.com/eclipse/gef/blob/8f2649b90ab14a1bb010188036d4eedf7586e123/org.eclipse.gef.mvc.tests.fx/src/org/eclipse/gef/mvc/tests/fx/ResizePolicyTests.java/#L47-L190,1.0
715,7,6239751,data class,none,18:33.6,class,org.eclipse.elk.alg.mrtree.p2order.NodeOrderer,git@github.com:eclipse/elk.git,9a87764f00d863463b1be6de1920d8aa3c3ade70,/plugins/org.eclipse.elk.alg.mrtree/src/org/eclipse/elk/alg/mrtree/p2order/NodeOrderer.java,37,169,https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.alg.mrtree/src/org/eclipse/elk/alg/mrtree/p2order/NodeOrderer.java/#L37-L169,1.0
719,7,6245494,data class,critical,18:57.5,class,org.eclipse.hono.config.SignatureSupportingConfigProperties,git@github.com:eclipse/hono.git,ec84947227564c6459801f708bdeabd7687a8bf0,/core/src/main/java/org/eclipse/hono/config/SignatureSupportingConfigProperties.java,22,139,https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/core/src/main/java/org/eclipse/hono/config/SignatureSupportingConfigProperties.java/#L22-L139,1.0
730,8,6257015,data class,critical,30:11.1,class,org.eclipse.hawkbit.HawkbitServerProperties.Build,git@github.com:eclipse/hawkbit.git,51be28147f6f575b6c1ab4a5ef84ffd9174f1209,/hawkbit-core/src/main/java/org/eclipse/hawkbit/HawkbitServerProperties.java,75,90,https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-core/src/main/java/org/eclipse/hawkbit/HawkbitServerProperties.java/#L75-L90,1.0
732,8,6263358,data class,major,15:52.1,class,org.eclipse.ice.reactor.plant.Subchannel,git@github.com:eclipse/ice.git,3f6e0265f5b476ff90a660397ce83992944142c4,/org.eclipse.ice.reactor.plant/src/org/eclipse/ice/reactor/plant/Subchannel.java,25,303,https://github.com/eclipse/ice/blob/3f6e0265f5b476ff90a660397ce83992944142c4/org.eclipse.ice.reactor.plant/src/org/eclipse/ice/reactor/plant/Subchannel.java/#L25-L303,1.0
735,9,6267409,data class,none,52:52.4,class,org.eclipse.jgit.internal.transport.sshd.JGitHostConfigEntry,git@github.com:eclipse/jgit.git,00523f38a19b073990239b0f837efa14197764c7,/org.eclipse.jgit.ssh.apache/src/org/eclipse/jgit/internal/transport/sshd/JGitHostConfigEntry.java,58,102,https://github.com/eclipse/jgit/blob/00523f38a19b073990239b0f837efa14197764c7/org.eclipse.jgit.ssh.apache/src/org/eclipse/jgit/internal/transport/sshd/JGitHostConfigEntry.java/#L58-L102,1.0
747,5,6328141,data class,none,04:37.1,class,org.eclipse.kapua.service.datastore.steps.TestTopic,git@github.com:eclipse/kapua.git,11e610c657f7e473b52882833e33a2261bd3d67d,/qa-steps/src/main/java/org/eclipse/kapua/service/datastore/steps/TestTopic.java,14,45,https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/qa-steps/src/main/java/org/eclipse/kapua/service/datastore/steps/TestTopic.java/#L14-L45,1.0
