file,class,method,variable,usage
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10049.java,SinkNodeFactory,build/0,partitioner,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10049.java,SinkNodeFactory,build/0,topicExtractor,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10049.java,SinkNodeFactory,build/0,keySerializer,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10049.java,SinkNodeFactory,build/0,valSerializer,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"serialize/2[ODataRequest,EntityCollection]",uriHelper,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"serialize/2[ODataRequest,EntityCollection]",uriInfo,7
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"serialize/2[ODataRequest,EntityCollection]",serializer,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"serialize/2[ODataRequest,EntityCollection]",serviceMetadata,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"determineProperty/2[EdmEntitySet,EntityCollection]",uriInfo,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"serialize/2[Annotatable,EdmType]",serializer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"serialize/2[Annotatable,EdmType]",serviceMetadata,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,getContentType/0,responseFormat,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"JPASerializeComplex/5[ServiceMetadata,ODataSerializer,UriHelper,UriInfo,ContentType]",uriHelper,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"JPASerializeComplex/5[ServiceMetadata,ODataSerializer,UriHelper,UriInfo,ContentType]",uriInfo,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"JPASerializeComplex/5[ServiceMetadata,ODataSerializer,UriHelper,UriInfo,ContentType]",serializer,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"JPASerializeComplex/5[ServiceMetadata,ODataSerializer,UriHelper,UriInfo,ContentType]",responseFormat,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1254.java,JPASerializeComplex,"JPASerializeComplex/5[ServiceMetadata,ODataSerializer,UriHelper,UriInfo,ContentType]",serviceMetadata,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8610.java,UniquePredicate,"UniquePredicate/1[Function<? super MergedAnnotation<A>,K>]",keyExtractor,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8610.java,UniquePredicate,test/1[MergedAnnotation<A>],keyExtractor,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8610.java,UniquePredicate,test/1[MergedAnnotation<A>],seen,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions,newGerritApi/1[java.lang.String],generalOptions,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions,"newGerritApi/3[java.lang.String,Checker,Console]",generalOptions,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions,"GerritOptions/2[GeneralOptions,GitOptions]",gitOptions,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions,"GerritOptions/2[GeneralOptions,GitOptions]",generalOptions,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions,getCredentialsRepo/0,gitOptions,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/15256.java,SecretKeyEntry,toString/0,sKey,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/15256.java,SecretKeyEntry,SecretKeyEntry/1[SecretKey],sKey,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/15256.java,SecretKeyEntry,getSecretKey/0,sKey,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5422.java,DeleteAclsResult$FilterResults,FilterResults/1[List<DeleteAclsResult.FilterResult>],values,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5422.java,DeleteAclsResult$FilterResults,values/0,values,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4667.java,GridClientJdkMarshaller$ClientJdkInputStream,resolveClass/1[ObjectStreamClass],clsFilter,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4667.java,GridClientJdkMarshaller$ClientJdkInputStream,"ClientJdkInputStream/2[InputStream,IgnitePredicate<java.lang.String>]",clsFilter,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4872.java,LinkFrame,LinkFrame/1[LinkFrame],next,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4872.java,LinkFrame,resolve/1[OLink],next,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4872.java,LinkFrame,resolve/1[OLink],links,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,otherTableRefs,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,dataPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,bestPlan,5
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,maxSizeBytes,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,hasPreOrPostProcessing,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,context,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,projectedTableRef,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,maxSize,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,connection,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,execute/0,parallelIteratorFactory,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getQueryPlan/0,bestPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getTargetRef/0,targetTableRef,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getParameterMetaData/0,context,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getExplainPlan/0,bestPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getEstimatedBytesToScan/0,bestPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getEstimatedRowsToScan/0,bestPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getSourceRefs/0,dataPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getContext/0,context,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",otherTableRefs,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",dataPlan,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",bestPlan,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",maxSizeBytes,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",hasPreOrPostProcessing,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",context,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",projectedTableRef,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",maxSize,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",connection,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",targetTableRef,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,"ClientSelectDeleteMutationPlan/10[TableRef,QueryPlan,QueryPlan,boolean,DeletingParallelIteratorFactory,List<TableRef>,TableRef,int,int,PhoenixConnection]",parallelIteratorFactory,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9353.java,ClientSelectDeleteMutationPlan,getEstimateInfoTimestamp/0,bestPlan,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7064.java,ClassNameSourceProvider,"findSource/2[java.lang.String,SearchPath]",classLoader,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7064.java,ClassNameSourceProvider,ClassNameSourceProvider/1[FileSupport],classLoader,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7064.java,ClassNameSourceProvider,supports/1[java.lang.String],TYPE,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"incrementPublishDomainRequests/3[java.lang.String,long,DnsMetrics.PublishStatus]",publishDomainRequests,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",registryEnvironment,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",normalizedProcessingTimePerCommitDist,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",hostsCommittedCount,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",commitCount,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",normalizedProcessingTimePerItemDist,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",processingTimePerCommitDist,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",totalBatchSizePerItemDist,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",domainsCommittedCount,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",totalBatchSizePerCommitDist,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordCommit/6[java.lang.String,java.lang.String,DnsMetrics.CommitStatus,Duration,int,int]",processingTimePerItemDist,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordActionResult/6[java.lang.String,java.lang.String,DnsMetrics.ActionStatus,int,Duration,Duration]",publishQueueDelay,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"recordActionResult/6[java.lang.String,java.lang.String,DnsMetrics.ActionStatus,int,Duration,Duration]",updateRequestLatency,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8636.java,DnsMetrics,"incrementPublishHostRequests/3[java.lang.String,long,DnsMetrics.PublishStatus]",publishHostRequests,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7847.java,SearchFirstStringNode$CompareStringNode$StringStartsWithNode,"executeCompare/2[java.lang.String,java.lang.String]",identityEquals,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",superstep,5
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",checkpointMessageCount,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",lastCheckPointStep,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",messenger,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",peer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",checkpointState,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",conf,7
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",checkPointInterval,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",job,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",fs,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,"initialize/8[BSPJob,BSPPeer,PeerSyncClient,InetSocketAddress,TaskAttemptID,long,Configuration,MessageManager<M>]",syncClient,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],superstep,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],messenger,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],peer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],conf,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],job,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],fs,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onPeerInitialized/1[TaskStatus.State],syncClient,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,checkpointMessageCount,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,lastCheckPointStep,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,checkpointState,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,checkpointStream,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,peer,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,job,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,afterBarrier/0,syncClient,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onBundleReceived/1[BSPMessageBundle<M>],checkpointMessageCount,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onBundleReceived/1[BSPMessageBundle<M>],checkpointState,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onBundleReceived/1[BSPMessageBundle<M>],checkpointStream,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onBundleReceived/1[BSPMessageBundle<M>],peer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onBundleReceived/1[BSPMessageBundle<M>],fs,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onMessageReceived/1[M],checkpointMessageCount,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onMessageReceived/1[M],checkpointState,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onMessageReceived/1[M],checkpointStream,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14410.java,AsyncRcvdMsgCheckpointImpl$CheckpointPeerService,onMessageReceived/1[M],peer,1
