file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTHavingClause,java.lang.Object]",false,48,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTObjectList,java.lang.Object]",false,78,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTOr,java.lang.Object]",false,102,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTConstructQuery,java.lang.Object]",false,20,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTStrDt,java.lang.Object]",false,226,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTCoalesce,java.lang.Object]",false,200,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTExistsFunc,java.lang.Object]",false,238,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTInlineData,java.lang.Object]",false,36,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTMax,java.lang.Object]",false,122,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTInsertData,java.lang.Object]",false,276,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTMath,java.lang.Object]",false,110,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTConcat,java.lang.Object]",false,188,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSameTerm,java.lang.Object]",false,212,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTIsIRI,java.lang.Object]",false,214,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTIsLiteral,java.lang.Object]",false,218,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTPathOneInPropertySet,java.lang.Object]",false,92,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTIRI,java.lang.Object]",false,90,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTCollection,java.lang.Object]",false,98,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSample,java.lang.Object]",false,126,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTNow,java.lang.Object]",false,142,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTAbs,java.lang.Object]",false,162,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTDrop,java.lang.Object]",false,266,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTBindingValue,java.lang.Object]",false,40,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTGroupClause,java.lang.Object]",false,42,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTInfix,java.lang.Object]",false,108,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSTRUUID,java.lang.Object]",false,232,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTTimezone,java.lang.Object]",false,156,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSubstr,java.lang.Object]",false,170,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTFloor,java.lang.Object]",false,166,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTDescribe,java.lang.Object]",false,26,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTNot,java.lang.Object]",false,112,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSHA384,java.lang.Object]",false,138,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTTriplesSameSubject,java.lang.Object]",false,74,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTAvg,java.lang.Object]",false,124,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTLoad,java.lang.Object]",false,262,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTBindingSet,java.lang.Object]",false,38,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTStrStarts,java.lang.Object]",false,178,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTStrBefore,java.lang.Object]",false,182,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[SimpleNode,java.lang.Object]",false,2,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTCount,java.lang.Object]",false,116,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTVar,java.lang.Object]",false,100,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSHA224,java.lang.Object]",false,134,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTModify,java.lang.Object]",false,286,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTPropertyListPath,java.lang.Object]",false,82,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTGraphGraphPattern,java.lang.Object]",false,62,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSelect,java.lang.Object]",false,16,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTAnd,java.lang.Object]",false,104,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTDatatype,java.lang.Object]",false,208,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTRDFLiteral,java.lang.Object]",false,242,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTUpdateSequence,java.lang.Object]",false,4,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTUnionGraphPattern,java.lang.Object]",false,64,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTIsNumeric,java.lang.Object]",false,220,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTOrderClause,java.lang.Object]",false,44,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTBNodeFunc,java.lang.Object]",false,222,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTHours,java.lang.Object]",false,150,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTOptionalGraphPattern,java.lang.Object]",false,60,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTLang,java.lang.Object]",false,204,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTInsertClause,java.lang.Object]",false,284,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTStrLang,java.lang.Object]",false,228,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTProjectionElem,java.lang.Object]",false,18,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTFunctionCall,java.lang.Object]",false,72,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTIRIFunc,java.lang.Object]",false,224,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTGraphOrDefault,java.lang.Object]",false,256,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTPathSequence,java.lang.Object]",false,86,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTUpdateContainer,java.lang.Object]",false,6,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTEncodeForURI,java.lang.Object]",false,192,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTStrLen,java.lang.Object]",false,172,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTQueryContainer,java.lang.Object]",false,8,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTSelectQuery,java.lang.Object]",false,14,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTContains,java.lang.Object]",false,190,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTPathElt,java.lang.Object]",false,88,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTOrderCondition,java.lang.Object]",false,50,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTMinusGraphPattern,java.lang.Object]",false,66,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTQName,java.lang.Object]",false,250,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTYear,java.lang.Object]",false,144,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTStrEnds,java.lang.Object]",false,180,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTMonth,java.lang.Object]",false,146,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTBound,java.lang.Object]",false,210,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTFalse,java.lang.Object]",false,246,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTCreate,java.lang.Object]",false,274,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4759.java,SyntaxTreeBuilderVisitor,"visit/2[ASTDescribeQuery,java.lang.Object]",false,24,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
